article;english_name;suggested_russian_name;confidence;ambiguity_note;manufacturer;in_stock_qty;priority;special
SM-09101;SPI CONNECTING ROD KIT;Шатун SPI комплект;MEDIUM;в названии есть многозначное слово, проверьте смысл;SPI;4.000;2;
SM-09188-4A;SPI CRANK WEB SKI-DOO PTO SIDE;Лыжа SPI CRANK WEB DOO PTO SIDE;NEEDS HUMAN REVIEW;не переведены слова: CRANK, DOO, PTO, SIDE, WEB;SPI;4.000;2;
09-710259;SPI TOP END GASKET SET;Комплект прокладок верхней части двигателя SPI;HIGH;;SPI;4.000;2;
AT-05612;WILDBOAR BRAKE PADS SEMI METAL;Колодки тормозные WILDBOAR SEMI металлический;NEEDS HUMAN REVIEW;не переведены слова: SEMI;WILDBOAR;4.000;2;
420924798 карбон;Лепестки Rotax797;;NEEDS HUMAN REVIEW;название уже содержит русский текст;;4.000;2;без производителя, нет каталога поставщика, название уже по-русски
AT-08812;BRONCO BALL JOINT;Шаровая опора BRONCO;HIGH;;BRONCO PRODUCTS;3.000;2;
AT-08776;BRONCO TIE ROD END;Наконечник рулевой тяги BRONCO;HIGH;;BRONCO PRODUCTS;3.000;2;
420413575RG4;CYLINDER BLOCK PLASMA REBUILD G4;Цилиндр BLOCK PLASMA REBUILD G4;NEEDS HUMAN REVIEW;не переведены слова: BLOCK, PLASMA, REBUILD;;3.000;2;без производителя, нет каталога поставщика, rebuild
09-710277;SPI TOP END GASKET SET;Комплект прокладок верхней части двигателя SPI;HIGH;;SPI;3.000;2;
AT-05266F;WILDBOAR BRAKE PADS FULL METAL;Колодки тормозные WILDBOAR FULL металлический;NEEDS HUMAN REVIEW;не переведены слова: FULL;WILDBOAR;3.000;2;
AT-05611;WILDBOAR BRAKE PADS SEMI METAL;Колодки тормозные WILDBOAR SEMI металлический;NEEDS HUMAN REVIEW;не переведены слова: SEMI;WILDBOAR;3.000;2;
51-1046-L;ALL BALLS TIE ROD END KIT LEFT;Комплект наконечников рулевой тяги ALL BALLS левый;HIGH;;ALL BALLS RACING INC;2.000;2;
7518696;BOLT-M10X1.5X150,HXHD FLG;Болт M10X1.5X150 HXHD FLG;NEEDS HUMAN REVIEW;не переведены слова: FLG, HXHD;POLARIS;2.000;2;
AT-08810;BRONCO BALL JOINT;Шаровая опора BRONCO;HIGH;;BRONCO PRODUCTS;2.000;2;
AT-08819;BRONCO BALL JOINT;Шаровая опора BRONCO;HIGH;;BRONCO PRODUCTS;2.000;2;
AT-03081;BRONCO CV BOOT KIT;Пыльник BRONCO CV комплект;MEDIUM;в названии есть многозначное слово, проверьте смысл;BRONCO PRODUCTS;2.000;2;
AT-08503;BRONCO UNIVERSAL JOINT;Крестовина BRONCO;HIGH;;BRONCO PRODUCTS;2.000;2;
SM-09352;CONNECTING ROD KIT;Шатун комплект;MEDIUM;в названии есть многозначное слово, проверьте смысл;SPI;2.000;2;
09-780;OEM STYLE PISTON KIT WITH RINGS TEFLON COATED STD.;Поршень OEM STYLE комплект WITH RINGS TEFLON COATED STD.;NEEDS HUMAN REVIEW;не переведены слова: COATED, OEM, RINGS, STD., STYLE, TEFLON, WITH;SPI;2.000;2;
01.5598.100;PROX PISTON KIT SKI DOO MXZ500 '98-99;Лыжа PROX поршень комплект DOO MXZ500 '98 99;NEEDS HUMAN REVIEW;не переведены слова: '98, DOO, MXZ500;PROX;2.000;2;
01.5817.000;PROX PISTON KIT SKI-DOO 850 ETEC 2017-20;Лыжа PROX поршень комплект DOO 850 ETEC 2017 20;NEEDS HUMAN REVIEW;не переведены слова: DOO, ETEC;PROX;2.000;2;
01.5699.000;PROX PISTON KIT SKI-DOO MXZ600 '99-01;Лыжа PROX поршень комплект DOO MXZ600 '99 01;NEEDS HUMAN REVIEW;не переведены слова: '99, DOO, MXZ600;PROX;2.000;2;
01.5503.100;PROX PISTON KIT SKI-DOO MZX550;Лыжа PROX поршень комплект DOO MZX550;NEEDS HUMAN REVIEW;не переведены слова: DOO, MZX550;PROX;2.000;2;
01.5400.050;PROX PISTON KIT SKI-DOOMXZ500 LEGEND 500;Лыжа PROX поршень комплект DOOMXZ500 LEGEND 500;NEEDS HUMAN REVIEW;не переведены слова: DOOMXZ500, LEGEND;PROX;2.000;2;
01.5400.100;PROX PISTON KIT SKI-DOOMXZ500 LEGEND 500;Лыжа PROX поршень комплект DOOMXZ500 LEGEND 500;NEEDS HUMAN REVIEW;не переведены слова: DOOMXZ500, LEGEND;PROX;2.000;2;
SM-09188-5A;SPI MAG CRANK WEB;;NEEDS HUMAN REVIEW;головное слово не распознано;SPI;2.000;2;
SM-05179;SPI THROTTLE CABLE;Трос SPI THROTTLE;NEEDS HUMAN REVIEW;не переведены слова: THROTTLE;SPI;2.000;2;
AT-05267F;WILDBOAR BRAKE PADS FULL METAL;Колодки тормозные WILDBOAR FULL металлический;NEEDS HUMAN REVIEW;не переведены слова: FULL;WILDBOAR;2.000;2;
51-1047-R;ALL BALLS TIE ROD END KIT RIGHT;Комплект наконечников рулевой тяги ALL BALLS правый;HIGH;;ALL BALLS RACING INC;1.000;2;
3086878;BALL BEARING;Подшипник шариковый;HIGH;;POLARIS;1.000;2;
7518680;BOLT-M10X1.5X125,HX HD FLG;Болт M10X1.5X125 HX HD FLG;NEEDS HUMAN REVIEW;не переведены слова: FLG;POLARIS;1.000;2;
AT-08807;BRONCO BALL JOINT;Шаровая опора BRONCO;HIGH;;BRONCO PRODUCTS;1.000;2;
AT-08122;BRONCO TIE ROD END;Наконечник рулевой тяги BRONCO;HIGH;;BRONCO PRODUCTS;1.000;2;
AT-08123;BRONCO TIE ROD END;Наконечник рулевой тяги BRONCO;HIGH;;BRONCO PRODUCTS;1.000;2;
AT-08760;BRONCO TIE ROD END;Наконечник рулевой тяги BRONCO;HIGH;;BRONCO PRODUCTS;1.000;2;
420413575RG5;CYLINDER BLOCK PLASMA REBUILD G5;Цилиндр BLOCK PLASMA REBUILD G5;NEEDS HUMAN REVIEW;не переведены слова: BLOCK, PLASMA, REBUILD;;1.000;2;без производителя, нет каталога поставщика, rebuild
3022206;CYLINDER, 77.25;Цилиндр 77.25;HIGH;;POLARIS;1.000;2;
RW-10002;NAMURA PWC CONNECTING ROD;Шатун NAMURA PWC;NEEDS HUMAN REVIEW;не переведены слова: NAMURA, PWC;NAMURA TECHNOLOGIES;1.000;2;
RW-10001;NAMURA PWC CONNECTING ROD;Шатун NAMURA PWC;NEEDS HUMAN REVIEW;не переведены слова: NAMURA, PWC;NAMURA TECHNOLOGIES;1.000;2;
NW-10003T;NAMURA PWC SEADOO TOP-END GASKET SET;Комплект прокладок верхней части двигателя NAMURA PWC SEADOO;NEEDS HUMAN REVIEW;не переведены слова: NAMURA, PWC, SEADOO;NAMURA TECHNOLOGIES;1.000;2;
09-830;OEM STYLE PISTON KIT WITH RINGS TEFLON COATED STD.;Поршень OEM STYLE комплект WITH RINGS TEFLON COATED STD.;NEEDS HUMAN REVIEW;не переведены слова: COATED, OEM, RINGS, STD., STYLE, TEFLON, WITH;SPI;1.000;2;
400509000;ROTAX ENGINE 503 ASY;;NEEDS HUMAN REVIEW;головное слово не распознано;;1.000;2;без производителя, нет каталога поставщика
SM-09381;SPI CRANK WEB - PTO SIDE;;NEEDS HUMAN REVIEW;головное слово не распознано;SPI;1.000;2;
SM-09188-2;SPI CRANK WEB SKI-DOO PTO SIDE;Лыжа SPI CRANK WEB DOO PTO SIDE;NEEDS HUMAN REVIEW;не переведены слова: CRANK, DOO, PTO, SIDE, WEB;SPI;1.000;2;
SM-09188-4;SPI CRANK WEB SKI-DOO PTO SIDE;Лыжа SPI CRANK WEB DOO PTO SIDE;NEEDS HUMAN REVIEW;не переведены слова: CRANK, DOO, PTO, SIDE, WEB;SPI;1.000;2;
SM-09375;SPI MAG CRANK WEB;;NEEDS HUMAN REVIEW;головное слово не распознано;SPI;1.000;2;
SM-09374;SPI PTO CRANK WEB;;NEEDS HUMAN REVIEW;головное слово не распознано;SPI;1.000;2;
SM-01502;SPI TAILLIGHT;;NEEDS HUMAN REVIEW;головное слово не распознано;SPI;1.000;2;
SM-11014;STARTER REWIND ASSEMBLY, SKI DOO;Лыжа стартер REWIND ASSEMBLY DOO;NEEDS HUMAN REVIEW;не переведены слова: ASSEMBLY, DOO, REWIND;SPI;1.000;2;
AT-08255;STEERING RACK BOOT KIT;Пыльник рулевой RACK комплект;NEEDS HUMAN REVIEW;не переведены слова: RACK;BRONCO PRODUCTS;1.000;2;
AT-05015F;WILDBOAR BRAKE PADS FULL METAL;Колодки тормозные WILDBOAR FULL металлический;NEEDS HUMAN REVIEW;не переведены слова: FULL;WILDBOAR;1.000;2;
AT-05561;WILDBOAR BRAKE PADS SEMI METAL;Колодки тормозные WILDBOAR SEMI металлический;NEEDS HUMAN REVIEW;не переведены слова: SEMI;WILDBOAR;1.000;2;
